excel_row,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29
142,Shaft support bearing,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,3000-8000,6000,Medium,Fabricator / bearing supplier,Parts_Estimates,4,INV-0172,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
143,EPS mounting bracket,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,10000-25000,20000,High,Fabricator,Parts_Estimates,5,INV-0173,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
144,Steering column firewall seal / grommet,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,1000-3000,3000,Medium,Local rubber / seals supplier,Parts_Estimates,6,INV-0174,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,high,"photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
145,Steering box service kit,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,5000-20000,15000,Medium,Land Cruiser parts supplier / seals shop,Parts_Estimates,7,INV-0175,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,high,"photo_group=chassis_underside; group_photo_count=32; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
146,Steering damper / stabilizer,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,12000-35000,30000,Medium,4x4 parts supplier,Parts_Estimates,9,INV-0176,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,high,"photo_group=chassis_underside; group_photo_count=32; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
147,Shackles / pins,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,10000-30000,25000,Medium,Fabricator / 4x4 supplier,Parts_Estimates,13,INV-0180,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,high,"photo_group=chassis_underside; group_photo_count=32; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
148,Bump stops,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,4000-12000,10000,Medium,Local rubber / 4x4 supplier,Parts_Estimates,14,INV-0181,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
149,"Spring setup, shims, and alignment labor",,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,30000-90000,60000,Medium,Local suspension workshop,Parts_Estimates,17,INV-0184,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,high,"photo_group=chassis_underside; group_photo_count=32; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
150,Body mount shim/spacer set,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,5000-20000,15000,High,Local fabrication / fastener supplier,Parts_Estimates,18,INV-0185,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
151,New rubber mountings between chassis and body,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,15000-50000,40000,High,Land Cruiser parts supplier / rubber fabricator,Parts_Estimates,19,INV-0186,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
152,Body mount hardware set,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,12000-30000,40000,High,Fastener supplier / fabricator,Parts_Estimates,20,INV-0187,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
153,Door weatherstrips,,,,,post_paint_fitup_inspection,inspect_after_paint_then_buy_if_needed,estimated_candidate,deferred_decision,deferred,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering. | Deferred by confirmed bodywork path: finalize after weld + paint fit-up inspection only.,,30000-90000,80000,Medium,Land Cruiser seals supplier / custom rubber,Parts_Estimates,21,INV-0188,P6 - Deferred / optional,6,manual_bodywork_update_2026_04_15,DEFER_DECISION,medium,"photo_group=body_exterior; group_photo_count=6; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
154,Windscreen rubber,,,,,post_paint_fitup_inspection,inspect_after_paint_then_buy_if_needed,estimated_candidate,deferred_decision,deferred,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering. | Deferred by confirmed bodywork path: finalize after weld + paint fit-up inspection only.,,8000-25000,20000,Medium,Glass / seals supplier,Parts_Estimates,22,INV-0189,P6 - Deferred / optional,6,manual_bodywork_update_2026_04_15,DEFER_DECISION,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
155,Vent / flap seals,,,,,post_paint_fitup_inspection,inspect_after_paint_then_buy_if_needed,estimated_candidate,deferred_decision,deferred,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering. | Deferred by confirmed bodywork path: finalize after weld + paint fit-up inspection only.,,5000-15000,10000,Medium,Land Cruiser parts supplier / custom rubber,Parts_Estimates,23,INV-0190,P6 - Deferred / optional,6,manual_bodywork_update_2026_04_15,DEFER_DECISION,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
156,Floor plugs / drain plugs,,,,,post_paint_fitup_inspection,inspect_after_paint_then_buy_if_needed,estimated_candidate,deferred_decision,deferred,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering. | Deferred by confirmed bodywork path: finalize after weld + paint fit-up inspection only.,,2000-6000,5000,Medium,Local rubber supplier,Parts_Estimates,24,INV-0191,P6 - Deferred / optional,6,manual_bodywork_update_2026_04_15,DEFER_DECISION,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
157,Complete new set of locks,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,15000-50000,40000,High,Locksmith / aftermarket supplier,Parts_Estimates,26,INV-0192,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
158,Ignition barrel / switch,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,8000-30000,25000,High,Locksmith / aftermarket supplier,Parts_Estimates,27,INV-0193,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,high,"photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
159,Rear door / tailgate / glovebox locks,,,,,post_paint_fitup_inspection,inspect_after_paint_then_buy_if_needed,estimated_candidate,deferred_decision,deferred,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering. | Deferred by confirmed bodywork path: finalize after weld + paint fit-up inspection only.,,5000-20000,20000,Medium,Locksmith / parts supplier,Parts_Estimates,28,INV-0194,P6 - Deferred / optional,6,manual_bodywork_update_2026_04_15,DEFER_DECISION,medium,"photo_group=body_exterior; group_photo_count=6; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
160,Striker pins / latch rebuild parts,,,,,post_paint_fitup_inspection,inspect_after_paint_then_buy_if_needed,estimated_candidate,deferred_decision,deferred,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering. | Deferred by confirmed bodywork path: finalize after weld + paint fit-up inspection only.,,5000-15000,12000,Medium,Parts supplier / fabricator,Parts_Estimates,29,INV-0195,P6 - Deferred / optional,6,manual_bodywork_update_2026_04_15,DEFER_DECISION,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
161,Slimline under-dash AC unit,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,80000-220000,100000,High,Aftermarket AC supplier,Parts_Estimates,30,INV-0196,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
162,Compact condenser,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,20000-60000,40000,High,Aftermarket AC supplier,Parts_Estimates,31,INV-0197,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
163,A/C compressor,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,25000-90000,80000,High,Aftermarket AC supplier / kabli supplier,Parts_Estimates,32,INV-0198,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
164,Barrier hoses and fittings,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,15000-50000,40000,High,AC hose fabricator,Parts_Estimates,36,INV-0199,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
165,Evaporator drain hose,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,500-2000,2000,High,AC supplier,Parts_Estimates,38,INV-0200,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
166,Vents / louver panel / control pod,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,10000-40000,35000,Medium,AC supplier / custom interior supplier,Parts_Estimates,39,INV-0201,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=body_exterior; group_photo_count=6; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
167,Condenser fan and relay,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,10000-30000,35000,High,Auto electrical / AC supplier,Parts_Estimates,40,INV-0202,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,high,"photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
168,Internal compact covered blade fuse box (OEM-style) x3,,,,,pre_dash_refit,buy_3_compact_covered_oem_style_fuse_boxes_bilal_ganj_first,replacement_part,replace_or_procure,planned_or_open,planned_or_open,"Reconciled 2026-04-15: electrical power bay relay/fuse architecture already built; only remaining electrical procurement is 3 internal cabin fuse boxes. Preference locked: compact covered OEM-style (stable/smaller/secure), avoid large open-style universal blocks. Primary local option: Daraz 6-way covered ATO/ATC box (in-stock listing seen 2026-04-15) https://www.daraz.pk/products/6-ways-12-24v-automotive-circuit-blade-fuse-box-for-car-truck-vehicle-i486699111.html . Backup imports: Ubuy Electop 6-way covered https://www.ubuy.com.pk/en/product/36PF6CC-electop-6-way-fuse-block-blade-fuse-box-with-negative-bus-6-circuit-fuse-holder-fuse-block-w-negativ ; Blue Sea 5025/5026 class options (higher cost) via Ubuy/Starshop lookup. | Decision 2026-04-15: Bilal Ganj is primary sourcing path for these fuse boxes due to immediate fit-check and same-day availability; online only if exact covered format not found. | Age/condition rule: NEW_ONLY compact covered fuse boxes.",,11100-21000,15000,High,"Bilal Ganj local first (compact covered OEM-style), online fallback",Parts_Estimates,41,INV-0203,P2 - Buy before refit,3,P2-B electrical completion (Bilal Ganj first for compact OEM-style fuse boxes) (2026-04-15),NEW_ONLY,high,electrical_work_completed_except_internal_fuse_boxes,high,low,bilal_ganj_first_then_online_fallback
169,Alternator / regulator check or replacement,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,15000-60000,40000,High,Auto electrician / kabli supplier,Parts_Estimates,42,INV-0204,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
170,Brake master cylinder,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,8000-30000,25000,High,Brake parts supplier,Parts_Estimates,43,INV-0205,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
171,Wheel cylinders / caliper rebuild parts,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,8000-40000,35000,High,Brake parts supplier,Parts_Estimates,44,INV-0206,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
172,Flexible brake hoses,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,5000-15000,12500,High,Brake parts supplier,Parts_Estimates,45,INV-0207,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
173,Hard brake lines,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,8000-25000,20000,High,Brake pipe fabricator / parts supplier,Parts_Estimates,46,INV-0208,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
174,Brake shoes / pads,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,6000-25000,20000,High,Brake parts supplier,Parts_Estimates,47,INV-0209,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
175,Handbrake hardware / cables,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,5000-20000,20000,Medium,Brake parts supplier / fabricator,Parts_Estimates,48,INV-0210,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
176,Reservoir hoses / caps / seals,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,2000-8000,8000,Medium,Brake parts supplier,Parts_Estimates,49,INV-0211,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
177,Clutch master cylinder,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,5000-20000,15000,High,Clutch parts supplier,Parts_Estimates,50,INV-0212,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
178,Clutch slave cylinder,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,4000-15000,1200,High,Clutch parts supplier,Parts_Estimates,51,INV-0213,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
179,Clutch flex hose / hard line,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,3000-12000,10000,Medium,Clutch / brake line supplier,Parts_Estimates,52,INV-0214,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
180,Clevis pins / clips,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,500-3000,3000,Low,Hardware supplier,Parts_Estimates,53,INV-0215,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
181,Fuel tank clean / repair items,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,5000-30000,20000,High,Radiator / tank repair shop,Parts_Estimates,54,INV-0216,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
182,Sender seal,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,500-2000,2000,Medium,Local seals supplier,Parts_Estimates,55,INV-0217,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
183,Tank straps / pads / rubbers,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,3000-12000,10000,Medium,Fabricator / rubber supplier,Parts_Estimates,56,INV-0218,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
184,New fuel hoses,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,5000-15000,12000,High,Diesel / hose supplier,Parts_Estimates,57,INV-0219,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
185,Proper hose clamps,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,2000-8000,8000,High,Hardware / hose supplier,Parts_Estimates,58,INV-0220,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
186,Return-line hose,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,1000-5000,5000,Medium,Diesel / hose supplier,Parts_Estimates,60,INV-0221,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
187,Radiator recore or replacement,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,15000-70000,60000,High,Radiator shop,Parts_Estimates,62,INV-0222,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
188,All coolant hoses,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,5000-20000,15000,High,Parts / hose supplier,Parts_Estimates,63,INV-0223,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
