entry_id,date,phase,workstream,bucket,category,item,status,amount,currency,amount_status,company,transaction_number,expected_delivery_date,source,evidence_ref,payment_status,delivery_status,procurement_stage,product_link,notes
tool_toolsmart_ingco_heavy_duty_cable_cutter_250mm_hhccb0210_20260523,2026-05-23,04_electrical_reset,electrical_reset,tools,electrical,Ingco Heavy duty cable cutter 250mm HHCCB0210,received_candidate,2130,PKR,confirmed,ToolsMart.pk,TM25776,,gmail|web,gmail_msg_19e5622147cdd91a|gmail_order_TM25776|bank_alert_19e5622515169f29|web_toolsmart_hhccb0210|gmail_msg_19ebd28e93534a5e|gmail_fulfillment_review_TM25776,paid,needs_confirmation,received_candidate,,"ToolsMart order TM25776 confirmed on 2026-05-23 includes Ingco Heavy duty cable cutter 250mm HHCCB0210 x1 at PKR 2130. Intended for electrical cable sizing and clean cable cuts during loom reset; receipt check jaw alignment, cutting edge condition, pivot/action, handle insulation/grip condition, and do not use it on hardened steel. | Gmail review request 2026-06-12 (message 19ebd28e93534a5e) says ToolsMart fulfilled order TM25776 10 days earlier. Treat the linked INGCO HHCCB0210 cable-cutter line as received-candidate pending shelf check; verify jaw alignment, edge condition, pivot action, grip condition, and avoid hardened steel."
tool_daraz_led_flood_light_100w_ip66_20260527,2026-05-27,00_site_setup,site_setup,tools,workshop_lighting,Daraz 100W IP66 LED flood light - workshop/site lighting,received,5169,PKR,confirmed,Daraz / Tz electronic,242670698180938,2026-05-30_to_2026-06-07,gmail|bank_alert,gmail_msg_19e6616c37064cd5|gmail_order_242670698180938|bank_alert_19e6618015d8106b|gmail_msg_19e8db81edcbda0b|gmail_delivery_242670698180938,paid,received,received,,"Daraz order 242670698180938 confirmed 2026-05-27 from Tz electronic: Led Flood Light 100W IP66 Water proof x1, item PKR 4999 plus PKR 170 shipping, total PKR 5169, paid by card. Standard Chartered alert at 2026-05-27 02:00 PKT shows combined Daraz charge PKR 8387 for this order plus order 242670698380938. Delivery window 2026-05-30 to 2026-06-07. Workshop/site lighting only; this does not change vehicle exterior lighting requirements. Receipt check: confirm 100W marking, IP66-style housing/gland, intact lens, plug/lead condition, safe 220-240 V operation, and useful work-area beam before relying on it for night/paint inspection work. | Gmail delivery email 2026-06-03 (message 19e8db81edcbda0b) says Daraz order 242670698180938 was successfully delivered; close delivery tracking, with the normal 100W/IP66/lead/safe-operation receipt check remaining."
part_daraz_cable_clip_clamp_assortment_20260527,2026-05-27,04_electrical_reset,electrical_reset,parts,electrical_line_support,Daraz cable support clamp assortment - 2/3mm wire-rope clamps x10 and 304 stainless PV cable clips x10,received,2216,PKR,confirmed_prorated,Daraz / Buy More Save More Store,242670698380938,2026-06-04_to_2026-06-10,gmail|bank_alert,gmail_msg_19e6616c326fb4d4|gmail_order_242670698380938|bank_alert_19e6618015d8106b|gmail_msg_19eb180fb11bdef1|gmail_delivery_242670698380938,paid,received,received,,"Daraz order 242670698380938 confirmed 2026-05-27 from Buy More Save More Store. Hardware lines: 10pcs 2/3mm wire rope clamp / cable clip fastener adjustable screw copper metal fixture x1 at PKR 1055, and 10pcs 304 stainless solar PV cable clips/clamps x1 at PKR 1154. Allocated amount PKR 2216 equals line subtotal PKR 2209 plus prorated share of net shipping/saving from the mixed order. Paid by card as part of combined Daraz PKR 8387 bank alert. Candidate supplemental cable/wire support only: do not treat as final brake/clutch hydraulic line support, fuel-line support, or permanent harness support until physical fit, edge/chafe behavior, material/plating, screw quality, cable OD grip, and corrosion risk are checked. | Gmail delivery email 2026-06-10 (message 19eb180fb11bdef1) says Daraz order 242670698380938 was successfully delivered and lists the wire-rope clamps, PV cable clips, and 8/10 mm angle-grinder side handle. Close delivery tracking; still physically check clamp material, screw quality, cable OD grip, corrosion risk, and edge/chafe behavior before treating the clips as permanent vehicle line or harness supports."
tool_daraz_angle_grinder_side_handle_20260527,2026-05-27,00_site_setup,site_setup,tools,power_tool_accessory,Daraz angle-grinder auxiliary side handle - 8mm/10mm thread candidate,received,1002,PKR,confirmed_prorated,Daraz / Buy More Save More Store,242670698380938,2026-06-04_to_2026-06-10,gmail|bank_alert,gmail_msg_19e6616c326fb4d4|gmail_order_242670698380938|bank_alert_19e6618015d8106b|gmail_msg_19eb180fb11bdef1|gmail_delivery_242670698380938,paid,received,received,,"Daraz order 242670698380938 confirmed 2026-05-27 includes NEW SALE 8mm 10mm Thread Auxiliary Side Handle For Angle Grinder Grinding Machine Tools x1 at PKR 999. Allocated amount PKR 1002 equals line subtotal plus prorated net shipping/saving from the mixed order. Candidate replacement/accessory only: on receipt, verify M8/M10 thread compatibility with the actual grinder, thread engagement, handle stiffness, heat resistance, and secure fit before using during grinding or wire-brush work. | Gmail delivery email 2026-06-10 (message 19eb180fb11bdef1) says Daraz order 242670698380938 was successfully delivered and lists the 8/10 mm angle-grinder auxiliary side handle. Close delivery tracking; still verify M8/M10 thread fit, engagement depth, stiffness, and safe grinder compatibility before use."
tool_sledge_hammer_3lb_20260527,2026-06-02,00_site_setup,site_setup,tools,hand_tools,Harden 3lb Sledge Hammer Fiberglass Handle 590323,ordered,3730,PKR,confirmed,ToolsMart.pk,TM25878,,user_update|docs_amir_montgomery|gmail|bank_alert,user_update_2026-05-27_amir_sledge_purchase_run|docs/amir-montgomery-road-shopping-list-20260527.md|user_update_2026-05-28_procured_by_amir|gmail_msg_19e8952abd639176|gmail_order_TM25878|bank_alert_19e8952ef41e78f,paid,pending_delivery,ordered_pending_delivery,,"Gmail import 2026-06-03: ToolsMart order #TM25878 confirmed 2026-06-02 for Harden 3lb Sledge Hammer Fiberglass Handle 590323 x1 at PKR 3380 plus PKR 350 shipping, total PKR 3730. Standard Chartered alert at 2026-06-02 22:12 PKT shows ToolsMart charge PKR 3730. Online order now controls this row over the earlier Amir/local received-candidate until any local hammer is physically proven. Receipt check: confirm actual 3 lb head, tight head-to-handle fit, solid handle, no cracks, and usable striking faces before using on seized suspension/brake hardware."
tool_toolsmart_licota_quick_coupler_1_4_iron_20260527,2026-05-27,00_site_setup,site_setup,tools,workshop_air_supply,LICOTA MADE IN TAIWAN QUICK COUPLER - ONE TOUCH 1/4 in IRON,received_candidate,1390,PKR,confirmed,ToolsMart.pk,TM25805,,gmail|bank_alert,gmail_msg_19e6a00106af752c|gmail_order_TM25805|bank_alert_19e6a0072d6b41d7|gmail_msg_19ebc6fbabf7f76f|gmail_fulfillment_review_TM25805,paid,needs_confirmation,received_candidate,,"ToolsMart order TM25805 confirmed 2026-05-27 includes LICOTA MADE IN TAIWAN QUICK COUPLER - ONE TOUCH 1/4 inch IRON x1 at PKR 1390. Standard Chartered alert at 2026-05-27 20:13 PKT shows ToolsMart charge PKR 24320 for the full TM25805 order. Receipt check: confirm Nitto/Japanese quick-coupler profile, 1/4 thread type, fit to the compressor hose/tools, no air leaks, and do not treat this adapter alone as solving small-bore hose airflow. | Gmail review request 2026-06-12 (message 19ebc6fbabf7f76f) says ToolsMart fulfilled order TM25805 10 days earlier. Treat the 1/4 in Licota one-touch quick coupler as received-candidate pending physical find/check; verify whether it is the needed Nitto/Japanese compressor-side female socket, its thread gender, and whether it is 1/4 BSP before using it to solve the hose mismatch."
tool_toolsmart_pard_double_flaring_cutting_tool_set_tm25805_20260527,2026-05-27,06c_brake_system,brake_system,tools,line_fabrication_tool,PARD Double Flaring and Cutting Tool Set - 3/16 in to 5/8 in,received_candidate,18210,PKR,confirmed,ToolsMart.pk,TM25805,,gmail|bank_alert,gmail_msg_19e6a00106af752c|gmail_order_TM25805|bank_alert_19e6a0072d6b41d7|gmail_msg_19ebc6fbabf7f76f|gmail_fulfillment_review_TM25805,paid,needs_confirmation,received_candidate,,"ToolsMart order TM25805 confirmed 2026-05-27 includes PARD Double Flaring and Cutting Tool Set - 3/16 inch to 5/8 inch x1 at PKR 18210. This is a second/replacement PARD flaring-kit candidate relative to the older TM25550 received-candidate row. Do not release brake/clutch hard-line fabrication until the delivered kit is physically checked on scrap 4.75 mm / 3/16 in brake tube and proves a proper 45-degree double/inverted flare without slipping, cracking, or making only ISO bubble/single flares. If the earlier TM25550 kit is already on hand and usable, treat this new order as duplicate stock/return candidate after receipt. | Gmail review request 2026-06-12 (message 19ebc6fbabf7f76f) says ToolsMart fulfilled order TM25805 10 days earlier and is item-specific to the PARD Double Flaring and Cutting Tool Set. Treat as received-candidate; do not release brake/clutch hard-line fabrication until it makes a clean 45-degree double/inverted flare on scrap 4.75 mm / 3/16 in brake tube."
tool_toolsmart_licota_pu_hose_9m_nitto_tm25805_20260527,2026-05-27,00_site_setup,site_setup,tools,workshop_air_supply,LICOTA MADE IN TAIWAN PU HOSE ROLL 9M W/ NITTO TYPE QUICK COUPLER,received_candidate,4720,PKR,confirmed,ToolsMart.pk,TM25805,,gmail|bank_alert,gmail_msg_19e6a00106af752c|gmail_order_TM25805|bank_alert_19e6a0072d6b41d7|gmail_msg_19ebc6fbabf7f76f|gmail_fulfillment_review_TM25805,paid,needs_confirmation,received_candidate,,"ToolsMart order TM25805 confirmed 2026-05-27 includes a second LICOTA MADE IN TAIWAN PU HOSE ROLL 9M W/ NITTO TYPE QUICK COUPLER x1 at PKR 4720. Together with TM25776 this means two Licota Nitto hose rolls are pending if both orders are fulfilled. Receipt check: confirm hose ID/OD if marked, Nitto coupler compatibility, no cuts/leaks, and actual 1/2 inch impact-wrench performance against the compressor. | Gmail review request 2026-06-12 (message 19ebc6fbabf7f76f) says ToolsMart fulfilled order TM25805 10 days earlier. Treat the linked second Licota Nitto PU hose line as received-candidate pending shelf check; confirm this is separate from the TM25776 hose, then verify bore/markings, Nitto coupler fit, cuts/leaks, and impact-wrench performance."
tool_daraz_angle_grinder_m8_antivibration_side_handle_20260527,2026-05-27,00_site_setup,site_setup,tools,power_tool_accessory,M8 Thread Angle Grinder Handle thickened anti-vibration side handle for 100 type angle grinder,received,1354,PKR,confirmed,Daraz / Buy More Save More Store,243775543180938,2026-06-05_to_2026-06-11,gmail|bank_alert,gmail_msg_19e69fe615478540|gmail_order_243775543180938|bank_alert_19e69febe5ca7e55|gmail_msg_19eb180fdb079598|gmail_delivery_243775543180938,paid,received,received,,"Daraz order 243775543180938 confirmed 2026-05-27 23:11 from Buy More Save More Store: M8 Thread Angle Grinder Handle Thickened Anti-Vibration Reduce Damping Side Handle For 100 Type Angle Grinder Accessories x1, item PKR 1184 plus PKR 170 shipping, total PKR 1354, paid by card. Delivery window 2026-06-05 to 2026-06-11. This is a separate M8-only handle candidate from the earlier 8/10 mm Daraz handle row; on receipt verify M8 thread, 100-type grinder compatibility, thread engagement, handle stiffness, and secure fit before grinding. | Gmail delivery email 2026-06-10 (message 19eb180fdb079598) says Daraz order 243775543180938 was successfully delivered and lists the M8 anti-vibration 100-type angle-grinder side handle. Close delivery tracking; still verify M8 thread, secure engagement, stiffness, and fit on the actual grinder before grinding or wire-brush work."
tool_aliexpress_nitto_male_coupling_air_fittings_5pc_20260527,2026-05-27,00_site_setup,site_setup,tools,workshop_air_supply,AliExpress 5PCS NITTO male coupling air fittings,received,3072,PKR,confirmed,AliExpress,3073111533377489,,gmail,gmail_msg_19e69fea16f42834|gmail_order_3073111533377489|gmail_msg_19e9612f4e02d240|gmail_package_PK015448775R|gmail_msg_19ea6d913a442f6b|gmail_delivery_PK015448775R,paid,received,received,,"AliExpress order 3073111533377489 confirmed 2026-05-27: email line shows 5PCS NITTO Male Coupling Air ... x1 with order total PKR 3072. Product title is truncated in the email, so receipt/order-page check must confirm exact Nitto/Japanese profile, thread type such as 1/4 BSP or NPT, male/female style, quantity 5, seal method, and leak-free fit with the compressor hose, hand gun, and air tools before treating these as final adapters. | Gmail import 2026-06-07: AliExpress package PK015448775R for the NITTO male coupling fittings reached destination-country local transit by 2026-06-05 after customs clearance; still pending delivery and thread/profile/leak checks. | Gmail delivery email 2026-06-08 (message 19ea6d913a442f6b) says AliExpress package PK015448775R was successfully delivered and lists 5PCS NITTO Male Coupling Air Fitting x1. Close delivery tracking; still confirm actual quantity 5, Nitto/Japanese profile, thread type such as 1/4 BSP or NPT, seal method, and leak-free fit. These are male plugs and do not replace the compressor-side female Nitto socket needed for the current hose mismatch."
part_raptor_hardener_1l_amir_20260528,2026-05-28,03b_chassis_fixing,chassis_fixing,parts,chassis_coating_consumables,Raptor hardener / activator - 1 L,received_candidate,,PKR,missing,Amir / local paint supplier,amir_local_procurement_20260528,,user_update,user_update_2026-05-28_procured_by_amir,unknown,needs_confirmation,received_candidate,,"User clarification 2026-05-28: mark 1 L Raptor hardener as procured by Amir. Receipt check: confirm it is genuine/compatible U-POL Raptor hardener/activator for the existing Raptor coating, sealed, in-date, correct volume, and not a generic 2K hardener for a different product before mixing or coating."
part_brighto_extreme_paint_remover_3l_amir_20260528,2026-06-02,03b_chassis_fixing,chassis_fixing,parts,paint_stripping_consumables,Brighto Extreme Paint Remover - 3 L,received,4670,PKR,confirmed,Brighto Paints,1695,,user_update|gmail|brighto,user_update_2026-05-28_procured_by_amir_addendum|gmail_msg_19e868d88f131e0b|gmail_msg_19e88ca5449085af|brighto_order_1695|user_update_2026-06-15_paint_remover_in_use,paid,received,received,,"Gmail import 2026-06-03: Brighto Paints order #1695 confirmed 2026-06-02 for Brighto Extreme Paint Remover x1, 3.00 Ltr, subtotal PKR 3670 plus PKR 1000 shipping, total PKR 4670. Online order now controls this row over the earlier Amir/local received-candidate until any local container is physically proven. Receipt/use check: confirm sealed 3 L Brighto Extreme Paint Remover container, correct product, no leaks, and compatible use area before applying. Keep away from rubber, wiring, seals, brake/fuel components, and finished paint unless deliberately stripping; use PPE and ventilation. | User update 2026-06-15 says paint remover has been applied during corner stripping, so the paint-remover stock/order is now in hand/use rather than pending delivery. Keep the normal receipt/use checks: confirm Brighto Extreme 3 L label if needed, remaining volume, no leaks, PPE/ventilation, and keep it away from rubber, wiring, seals, brake/fuel components, and finished paint unless deliberately stripping."
tool_blow_torch_amir_20260528,2026-06-01,00_site_setup,site_setup,tools,heat_release_tools,Multi-purpose blow torch head for seized suspension pin heat release,received,3194,PKR,confirmed,Daraz / Adnan Trading Shop,242695068680938,,user_update|gmail|daraz,user_update_2026-05-28_procured_by_amir_addendum|gmail_msg_19e83011c52fec8c|gmail_delivery_242695068680938,paid,received,received,,"Gmail import 2026-06-03: Daraz order 242695068680938 was delivered 2026-06-01 from Adnan Trading Shop. Line item: Multi-Purpose Blow Torch Head, Burner Flame Gun Gas Torch Fire Maker Lighter with adjustable flame/auto ignition, qty 1 at PKR 2999 plus PKR 195 shipping, total PKR 3194, paid by JazzCash. Online order now controls this row over the earlier Amir/local received-candidate until any local torch is physically proven. Receipt/safety check: confirm torch type, compatible gas canister, sound valve/ignition, no leaks, and suitable heat output. Use only with fire extinguisher ready; protect fuel/brake lines, rubber bushes, wiring, paint stripper residue, and coatings; heat surrounding bracket/sleeve cautiously rather than overheating spring steel."
service_engine_radiator_recore_or_new_by_sample_20260529,2026-05-29,05_mechanical_baseline,radiator,service,cooling,Engine radiator recore or new copper/brass build by old sample through Amir,planned,,PKR,missing,Amir runner / Master Radiators / Kor Tech Radiator / local Lahore radiator shop,,,user_direction|photo_review|docs_engine_radiator_recore_release_20260529|docs_amir_refurb_video_gates,user_update_2026-05-29_do_what_best_engine_radiator|user_update_2026-05-29_extra_fabricated_leg_bad_install|user_update_2026-05-29_aluminium_radiator_adapter_contingency|20260430_215957_gp_2iBbUagw|20260430_220004_gp_C9oYiYmA|radiator_cap_current_car_crop_20260503|docs/engine-radiator-recore-release-20260529.md|docs/amir-refurbishment-video-gates-20260529.md|docs/front-engine-bay-mounting-fabrication-plan-20260508.md,not_paid,not_ordered,amir_refurb_quote_video_gate,,"Amir may take the old radiator as the pattern. Pressure-test and flow-test; if copper/brass tanks, necks, drain, and brackets are sound, recore with a new heavy-duty core; if tanks/brackets/neck/mounts are poor, fabricate a complete new copper/brass radiator by sample. The extra fabricated support leg shows the previous installation was wrong, so do not copy it as the main support. If the bought aluminium radiator is used, dry-fit first; fabricate only a removable rubber-isolated adapter/cradle if the radiator core, tanks, necks, cap, drain, hose paths, and fan clearance are correct. Do not hard-mount or load the aluminium tank/core. Final fit must use proper lower pads and side/top mounts, with vehicle-side bracket repair handled separately if needed. Payment/final collection is blocked until the video gate is approved: old sample identity, measurements, shop decision, pressure/leak test, core/build proof, corrected mounting proof, and final acceptance video. Preserve 2H/HJ47-style hose neck positions, cap, overflow, drain, mounting tabs, shroud/fan clearance, and lower pad landings. Coordinate with part_mech_radiator_hose_set and part_mech_radiator_cap; do not buy an off-the-shelf radiator blind."
part_brighto_extreme_paint_remover_3l_second_order_20260618,2026-06-18,03b_chassis_fixing,chassis_fixing,parts,paint_stripping_consumables,Brighto Extreme Paint Remover - 3 L second order,ordered,4670,PKR,confirmed,Brighto Paints,1701,,gmail|brighto,gmail_msg_19edbb1a3c20d90d|brighto_order_1701,paid,pending_delivery,ordered_pending_delivery,,"Gmail import 2026-07-04: Brighto Paints order #1701 confirmed 2026-06-18 for Brighto Extreme Paint Remover x1, 3.00 Ltr, subtotal PKR 3670 plus PKR 1000 shipping, total PKR 4670. This is a second Brighto paint-remover order separate from received order #1695; keep pending until the container is physically received. Receipt/use check: confirm sealed 3 L Brighto Extreme Paint Remover, no leaks, intact label, PPE/ventilation, and keep away from rubber, wiring, seals, brake/fuel components, and finished paint unless deliberately stripping."
part_daraz_brass_bsp_reducing_hex_bushing_adapters_20260616,2026-06-16,00_site_setup,site_setup,parts,adapter_fittings,Daraz brass BSP reducing hex bushing adapter assortment - qty 5,received,3608,PKR,confirmed,Daraz / Buy More Save More Store,244793706280938,,gmail|daraz,gmail_msg_19f185b3c217d447|gmail_delivery_244793706280938,paid,received,received,,"Gmail import 2026-07-04: Daraz delivery email dated 2026-06-30 says order 244793706280938 was successfully delivered. Lines: brass BSP reducing hex bushing adapters qty 3 at PKR 776 each and qty 2 at PKR 641 each, subtotal PKR 3610, shipping PKR 170, saving PKR 181, total PKR 3608. Receipt check: confirm actual thread sizes, BSP vs NPT, male/female orientation, sealing faces/taper, brass quality, and only use in compatible air/water/oil/fuel-adjacent setups after thread verification."
tool_toolsmart_harden_twist_cup_wire_brush_m14_4pc_20260703,2026-07-03,00_site_setup,site_setup,tools,abrasive_cleaning,Harden Cup Twist Wire Brush With Nut 100mm x M14 x 2.0 - qty 4,ordered,5800,PKR,confirmed,ToolsMart.pk,TM26206,,gmail|bank_alert,gmail_msg_19f2708ed8bc8142|gmail_order_TM26206|bank_alert_19f2709970b06a2b,paid,pending_delivery,ordered_pending_delivery,,"Gmail import 2026-07-04: ToolsMart order #TM26206 confirmed 2026-07-03 for Harden Cup Twist Wire Brush With Nut 100mm x M14 x 2.0 qty 4, total PKR 5800, matching Standard Chartered Toolsmart alert. Receipt/use check: confirm M14 thread, 100 mm size, grinder RPM rating, wire retention, guard clearance, and use face/eye protection; keep away from brake/fuel lines, seals, wiring, and machined mating surfaces."
tool_daraz_nylon_paint_brush_set_5x3pc_20260704,2026-07-04,03b_chassis_fixing,chassis_fixing,tools,paint_application,Nylon paint brush set - 5 packs of 3 pcs assorted sizes,received,1900,PKR,confirmed,Daraz / Openness,244564866480938,2026-07-07_to_2026-07-09,gmail|bank_alert|daraz,gmail_msg_19f2d67f15e0c135|gmail_order_244564866480938|bank_alert_19f2d68a0100f999|gmail_msg_19f3cf54d37c72b0|gmail_delivery_244564866480938,paid,received,received,,"Gmail import 2026-07-04: Daraz order 244564866480938 confirmed 2026-07-04 for Openness 3-pc nylon paint brush sets in assorted 1.2, 2.5, and 3 inch sizes, qty 5 packs at PKR 350 each, subtotal PKR 1750 plus PKR 140 shipping and platform fee, total PKR 1900. Gmail delivery notice dated 2026-07-07 confirms the order was successfully delivered. Receipt check brush count, bristle retention, solvent compatibility, and keep separate from clean brake friction components."
tool_daraz_m14_to_m10_angle_grinder_adapter_20260704,2026-07-04,00_site_setup,site_setup,tools,power_tool_accessory,M14 to M10 angle grinder adapter for polishing/slotting accessory,received,1593,PKR,confirmed,Daraz / Buy More Save More Store,245674994080938,2026-07-13_to_2026-07-19,gmail|bank_alert|daraz,gmail_msg_19f2d7e9cc06ac55|gmail_order_245674994080938|bank_alert_19f2d7f4f0a4c0be|gmail_msg_19f606dae71eadfc|gmail_delivery_245674994080938,paid,received,received,,"Gmail import 2026-07-04: Daraz order 245674994080938 confirmed for M14 to M10 angle grinder adapter x1 at PKR 1428 plus PKR 155 shipping/platform fee, total PKR 1593. Gmail delivery notice dated 2026-07-14 confirms the order was successfully delivered. Receipt/use check: verify actual M14/M10 thread directions, full thread engagement, concentricity/runout, material strength, and safe RPM/tool compatibility before fitting any brush or abrasive accessory."
part_daraz_kobe_heat_resistant_matt_black_spray_20260704,2026-07-04,06c_brake_system,brake_system,parts,brake_refinish_consumables,Kobe heat-resistant matt black silicone spray topcoat candidate - qty 1,received,1799,PKR,confirmed,Daraz / Collection Point (Lahore),245681309080938,2026-07-07_to_2026-07-08,gmail|bank_alert|daraz,gmail_msg_19f2e1d68c25ae75|gmail_order_245681309080938|bank_alert_19f2e1f5884d8494|gmail_msg_19f3cf54dc19f0a5|gmail_delivery_245681309080938,paid,received,received,,"Gmail import 2026-07-04: Daraz order 245681309080938 confirmed for Heat-Resistant Matt Black & Silver Silicone Spray Kobe Heat Resistant Spray for bikes/cars engines and silencers x1, item PKR 1649 plus PKR 140 shipping/platform fee, total PKR 1799. Gmail delivery notice dated 2026-07-07 confirms the order was successfully delivered. Use only if the delivered can is the matt black variant. Intended as a thin black topcoat on non-friction brake backing/drum exterior areas after prep/primer; do not spray linings, drum friction faces, hub/drum mating faces, studs, threads, rubber boots, seals, or hardware contact pads."
part_toolsmart_vmd_brake_clutch_cleaner_400ml_tm26231_20260704,2026-07-04,06c_brake_system,brake_system,parts,brake_cleaning_consumables,VMD Brake and Clutch Cleaner 400ML - qty 1,ordered,2007,PKR,confirmed_prorated,ToolsMart.pk,TM26231,,gmail|bank_alert,gmail_msg_19f2e1b762150a0a|gmail_order_TM26231|bank_alert_19f2e1c3b899295f,paid,pending_delivery,ordered_pending_delivery,,"Gmail import 2026-07-04: ToolsMart order #TM26231 confirmed VMD Brake and Clutch Cleaner 400ML x1 at PKR 1840. Allocated amount PKR 2007 includes prorated share of the PKR 350 shipping from the mixed order total PKR 4210. Brake cleaning consumable for drum/backing-plate prep; receipt check can condition and confirm non-residue brake-cleaner use. Avoid spraying into bearings, seals, rubber parts, painted areas, or enclosed spaces without ventilation."
tool_toolsmart_licota_quick_coupler_5_16_tm26231_20260704,2026-07-04,00_site_setup,site_setup,tools,workshop_air_supply,LICOTA MADE IN TAIWAN QUICK COUPLER - ONE TOUCH 5/16 in,ordered,2203,PKR,confirmed_prorated,ToolsMart.pk,TM26231,,gmail|bank_alert,gmail_msg_19f2e1b762150a0a|gmail_order_TM26231|bank_alert_19f2e1c3b899295f,paid,pending_delivery,ordered_pending_delivery,,"Gmail import 2026-07-04: ToolsMart order #TM26231 confirmed LICOTA MADE IN TAIWAN QUICK COUPLER - ONE TOUCH 5/16 inch x1 at PKR 2020. Allocated amount PKR 2203 includes prorated share of the PKR 350 shipping from the mixed order total PKR 4210. Receipt check: confirm Nitto/Japanese profile, 5/16 inch thread or hose size meaning, gender, seal method, compressor/tool compatibility, and leak-free fit before relying on it for workshop air supply."
tool_daraz_industrial_wire_brush_drill_sets_2x_20260704,2026-07-04,06c_brake_system,brake_system,tools,abrasive_cleaning,6 pc industrial wire brush drill set plus knife brush - qty 2 sets,received,2110,PKR,confirmed,Daraz / Zia Ud Din Mill Store,244576445280938,2026-07-06_to_2026-07-07,gmail|bank_alert|daraz,gmail_msg_19f2e28deee0343a|gmail_order_244576445280938|bank_alert_19f2e29b68750906|gmail_msg_19f46a432c7a6a58|gmail_delivery_244576445280938,paid,received,received,,"Gmail import 2026-07-04: Daraz order 244576445280938 confirmed for 6 pc industrial wire brush set for metal cleaning/rust removal for drill and 1 knife brush, qty 2 sets at PKR 950 each, subtotal PKR 1900 plus PKR 200 shipping/platform fee, total PKR 2110. Gmail delivery notice dated 2026-07-09 confirms the order was successfully delivered. Intended for brake backing-plate/drum rust prep and general metal cleaning. Receipt/use check: verify shank fit, brush wire retention, RPM rating, and use eye/face protection; keep away from bearing seals, brake linings, machined mating faces, threads, and hydraulic seats."
part_daraz_permatex_synthetic_brake_caliper_lubricant_20260704,2026-07-04,06c_brake_system,brake_system,parts,brake_service_consumables,"Permatex Synthetic Brake Caliper Lubricant, 0.5 oz - qty 1",received,2590,PKR,confirmed,Daraz / UA Techno precision (Multan),245692972480938,2026-07-08_to_2026-07-10,gmail|daraz,gmail_msg_19f2f7229795ea30|gmail_order_245692972480938|gmail_msg_19f4b94ce49a76ba|gmail_delivery_245692972480938,paid,received,received,,"Gmail order confirmation dated 2026-07-04 records Permatex Synthetic Brake Caliper Lubricant, 0.5 oz, qty 1 at PKR 2400 plus PKR 180 shipping and PKR 10 platform fee, total PKR 2590, paid by card. Gmail delivery notice dated 2026-07-10 confirms the order was successfully delivered. Verify the sealed Permatex product and use only on manufacturer-approved brake hardware contact/slide points; keep off friction surfaces, drum/shoe linings, rotor faces, and hydraulic fluid paths."
part_bilal_ganj_cover_foam_rubber_20260710,2026-07-10,03_body_chassis,chassis_rubbers,parts,body_rubbers,Bilal Ganj receipt line - cover foam rubber / کور فوم ربڑ x4,received,10000,PKR,confirmed,Muhammad Bilal / Bilal Ganj rubber-body hardware supplier,bilal_ganj_urdu_receipt_03084210553_20260710,,user_receipt|photo_inventory,20260710_bilal_ganj_urdu_receipt_user_photo|data/manual/bilal_ganj_bill_breakdown_20260710.csv|20260710_222718_gp_bIgLuHVw|20260710_223557_gp_RgUvwq5g|20260710_224045_gp_fSkEXeCg,paid,received,completed_receipt_line,,"Urdu receipt line 1: quantity 4, unit PKR 2500, line total PKR 10000. Handwriting interpreted as کور فوم ربڑ / cover foam rubber. Map to body/chassis rubber sample inventory; verify exact installed station, dimensions, and hardness before fitment."
part_bilal_ganj_body_packing_20260710,2026-07-10,03_body_chassis,chassis_rubbers,parts,body_rubbers,Bilal Ganj receipt line - body packing / باڈی پیکنگ x2,received,3000,PKR,confirmed,Muhammad Bilal / Bilal Ganj rubber-body hardware supplier,bilal_ganj_urdu_receipt_03084210553_20260710,,user_receipt|photo_inventory,20260710_bilal_ganj_urdu_receipt_user_photo|data/manual/bilal_ganj_bill_breakdown_20260710.csv|20260710_165119_gp_LStiDaCg|20260710_223009_gp_v6AjWz1A|20260710_223401_gp_PoVmWQPw|20260710_224045_gp_fSkEXeCg,paid,received,completed_receipt_line,,"Urdu receipt line 2: quantity 2, unit PKR 1500, line total PKR 3000. Line reads باڈی پیکنگ / body packing. Treat as body/chassis rubber packing until installed station is labelled."
part_bilal_ganj_lever_springs_20260710,2026-07-10,06c_brake_system,brake_system,parts,brakes,Bilal Ganj receipt line - lever springs / لیور سپرنگ x4,received,1000,PKR,confirmed,Muhammad Bilal / Bilal Ganj rubber-body hardware supplier,bilal_ganj_urdu_receipt_03084210553_20260710,,user_receipt|photo_inventory,20260710_bilal_ganj_urdu_receipt_user_photo|data/manual/bilal_ganj_bill_breakdown_20260710.csv|20260710_103434_gp_go5dJG6w|part_rear_parking_brake_attachment_hardware_20260527,paid,received,completed_receipt_line,,"Urdu receipt line 3: quantity 4, unit PKR 250, line total PKR 1000. Line reads لیور سپرنگ / lever spring. Map to rear parking-brake or rear-brake lever spring hardware pending final side/location labels."
