component_group,specific_component,component_job_ids,photo_count,video_count,date_range,stage_counts,example_files,model_groups,model_part_count,model_part_examples,model_confidence_mix,digital_twin_readiness,measurement_priority,job_status,job_action,job_match_basis,reconciliation_status
engine_bay,battery_side_tray_structure_context,chassis_bracket_analysis_register_20260508|chassis_bracket_design_release_20260508|battery_tray_holder_bracket_repair_20260508|battery_power_carrier_mount_fabrication_20260508|engine_bay_mounting_scouting_pass_20260508,1,0,2026-05-12,chassis_fixing:1,20260512_100100_user_battery_side_tray_structure_context.png,datum|engine_bay,12,battery_tray_reference|battery_case|battery_negative_terminal|battery_positive_terminal|positive_battery_cable_run|existing_battery_mount_tray_measurements_hold_down_span|existing_battery_mount_tray_measurements_tray_footprint|installed_battery_dimension_reference_height_bar,L2 service datum:5|measurement datum from project photos:3|L0 envelope:2|L2 routing reference:1|L2 visible-detail primitive:1,represented_needs_measurement_refinement,P1,register_seeded_open|design_required|battery_and_tray_measurements_imported|actual_battery_and_mount_measurements_imported|radiator_and_battery_measurements_imported_mount_template_required,"Maintain the bracket register from current chassis walkaround, existing body-off photos, loose removed parts, and WhatsApp notes; assign station, function, evidence photo, keep/repair/fabricate/remove/unknown status, and whether each item blocks primer/Raptor|For every repair/fabricate bracket, create a release sketch or card template with material thickness, bend shape, hole/stud size, location datum, weld/bolt method, clearance envelope, and corrosion/coating access plan|Upgrade the weak battery tray/holder support rather than simply refitting the old mount; confirm battery size, tray support legs, clamp path, cable/bonnet/engine clearance, drain/corrosion isolation, and final weld/bolt method before primer/Raptor|Fabricate/mock up the compact chassis-mounted battery power carrier Rev F only after mapping the battery cavity: use the May 17 actual installed Daewoo DLS120 battery measurement photos as the fixed exclusion block, keep the standard N70/27-class 318 x 180 x 230 envelope as fallback comparison until the final numbers are transcribed, measure front/radiator-side, inboard engine/LHD-steering-side, lower-under-tray, outboard-wing-side, bonnet/terminal-height volumes, battery lift-out path, formed chassis saddle geometry, and adjustable body-side offset-bar setting. Trial the widened front access-ladder stack: 660 x 310 spine, 340 x 265 battery tray with removable hold-down, adjustable offset bars at 160 / 190 / 230 mm, Relay Rev D vertical 360 x 245 aluminium base attached flat to the main metal service sheet with exact 300 x 197 insulating sheet and the existing covered relay box outside the battery footprint on the outboard/access edge with about 80 mm relay-to-battery service gap, red relay power pipe entering the relay top hole closest to the battery, relay output power bundle leaving the second top relay hole, MIDI Rev D hinged enclosure 210 x 165 x 65 on a separated top-front shelf started from the battery leading-edge datum with fuse 4 grommeted power input, five grommeted output holes, and the far-side output enlarged for two power cables, folded cutoff/kill-switch base/guard 170 x 110 finished face / 210 x 150 flat pattern / 20 mm upward lips beside the MIDI enclosure, central battery-to-far-side-cutoff input route, near-side cutoff-to-relay and cutoff-to-MIDI fuse 4 switched branch routes, 80 mm cable gutter, and cable-lug depth templates. May 14 image-based chassis estimate: start with tray underside 180 mm above chassis rail top, adjustable 150-210 mm; tray centre 190 mm wing-side/outboard from the more central chassis pickup centreline into the edge cavity, adjustable 160-230 mm via offset bars. The active design keeps relay/MIDI/cutoff off the inboard engine/LHD side unless the widened access-ladder mock-up fails by measurement.|Capture close-up/ruler photos for radiator side mounts, previous wire support path, battery tray top/side/underside supports, battery dimensions/terminal orientation, proposed MIDI/cutoff cardboard mock-up, cable exits, bonnet clearance, and the May 12 candidate upright/lower/inner pickup zones; use results to release the radiator and battery/power carrier templates",direct,direct_photo_evidence
engine_bay,bellhousing_clutch_linkage_and_gearbox_case,gearbox_top_cover_shift_tower_20260518|gearbox_oil_service_drain_inspect_refill_20260529|replacement_pipe_ordering_matrix,3,0,2026-04-30,mechanical_inspection:3,20260430_215915_gp_ycQ395Gg.jpg|20260430_215939_gp_EjZ7u1ow.jpg|20260430_233755_gp_DO69MLAA.jpg,engine_bay,12,battery_case|clutch_hydraulic_line_firewall_run|clutch_master_cylinder|clutch_master_reservoir_cap|air_filter|alternator_body|battery_negative_terminal|battery_positive_terminal,L2 service datum:7|L2 routing reference:2|L0 envelope:2|L2 visible-detail primitive:1,represented_needs_measurement_refinement,P1,workstream_added|spec_population,"Run GB-TOP-CAPTURE-001, identify gearbox and top-cover variant, remove and bench-inspect the shift tower/top cover, then repair/replace the cover before buying detents, bushes, shift-seat parts, boots, gaskets, or cover hardware|Use WhatsApp-confirmed 2H engine with 5-speed gear as the vehicle basis, confirm the exact 5-speed gearbox/manual match, prove the fill plug opens, drain oil into a clean pan, inspect oil sample and drain plug debris, then refill only with correct manual gearbox oil and matched drain/fill plug sealing washers|Maintain the curated replacement pipe matrix by vehicle location, direct pipe/location photo evidence, and recreation/order spec",direct,direct_photo_evidence
engine_bay,brake_booster_servo_removed_sample,brake_system_evidence_pack|brake_hydraulic_refresh_and_bias_decision|brake_booster_servo_refurbishment_20260529,7,0,2026-05-29,brake_system:7,20260529_021217_gp_YAKcHCyQ.jpg|20260529_021225_gp_AzCLYJgQ.jpg|20260529_021239_gp_RiMXwHXA.jpg|20260529_021243_gp_utTmUzJw.jpg|20260529_030646_gp_SAs7gfRg.jpg|20260529_030653_gp_7dCQk4QA.jpg|20260529_030700_gp_8qu2Rliw.jpg,datum|engine_bay,12,brake_booster|brake_booster_firewall_bracket|brake_booster_vacuum_hose|brake_master_reservoir|brake_master_reservoir_cap|master_cylinder|radiator_sample_measurement_core_envelope|air_filter,L2 service datum:7|L2 visible-detail primitive:2|L2 routing reference:1|measurement datum from project photos:1|L0 envelope:1,represented_needs_measurement_refinement,P1,replacement_evidence_added|replacement_scope_confirmed|amir_refurb_video_gate,"Consolidate brake configuration evidence from photos, chat, and parts tables; keep the front-disc/rear-drum assessment explicit, and treat the May 29 removed booster/servo evidence as owner-confirmed replacement scope for old brake parts.|Treat the hydraulic and booster system as replacement/renewal scope: replace or recreate hard lines and flex hoses, sample-match master/booster/reservoir/proportioning parts, then validate brake balance; old parts are templates only.|Send the old brake booster/servo with Amir as the sample; quote professional rebuild of the old unit or a direct-match refurbished exchange unit, but do not pay until sample match, interface close-ups, vacuum hold, assist movement, contamination check, and final acceptance videos are approved",direct,direct_photo_evidence
engine_bay,cooling_hoses_fan_belt_and_radiator_support,front_radiator_bracket_repair_20260508|front_radiator_two_side_retention_fabrication_20260508|engine_bay_mounting_scouting_pass_20260508|engine_cooling_pipe_fabrication_samples|replacement_pipe_ordering_matrix|engine_radiator_recore_or_new_20260529,5,0,2026-04-30 to 2026-05-12,mechanical_baseline:3|mechanical_inspection:2,20260430_215957_gp_2iBbUagw.jpg|20260430_220004_gp_C9oYiYmA.jpg|20260512_073314_gp_GyAXZWBg.jpg|20260512_073402_gp_P6yrwLRw.jpg|20260512_073547_gp_SNtwIVyA.jpg,datum|engine_bay,12,cooling_fan_blade_1|cooling_fan_blade_2|cooling_fan_blade_3|cooling_fan_blade_4|cooling_fan_blade_5|cooling_fan_blade_6|cooling_fan_hub|fan_belt_lower_run,L2 visible-detail primitive:9|measurement datum from project photos:2|L0 envelope:1,represented_needs_measurement_refinement,P1,pre_coating_hold|existing_measurements_imported_dry_fit_required|radiator_and_battery_measurements_imported_mount_template_required|evidence_tracking|spec_population|amir_refurb_video_gate,"Replace the wire-held/one-sided radiator support condition with a two-side controlled retention setup; trial-fit radiator isolators/rubbers and fan clearance, then fit the released bolt-through saddle/post bracket before primer/Raptor|Release a serviceable right-side radiator retention bracket from the existing-side measured template: one 4 mm mild-steel formed-angle post with a 48 mm measured main face, 410 mm upright/post height, 618 mm developed main-face template length, perpendicular return flange, full-depth 58 mm top screw return carried back to the far edge of the angle section, 70 mm chassis bridge allowance, 80 mm far-side saddle leg, clean near/far lower legs with no side ears over both sides of the chassis/front-support section, a through-bolt across both legs and chassis, and a top return carrying the radiator screw. Preserve fan/shroud/hose clearance and use rubber washer/bush isolation at the screw as required.|Capture close-up/ruler photos for radiator side mounts, previous wire support path, battery tray top/side/underside supports, battery dimensions/terminal orientation, proposed MIDI/cutoff cardboard mock-up, cable exits, bonnet clearance, and the May 12 candidate upright/lower/inner pickup zones; use results to release the radiator and battery/power carrier templates|Register selected May 2 pipe photos, identify the exact pipe assembly, and produce a fabricator-ready spec with holds for OD, wall, bends, bead ends, clamp lands, and pressure test|Maintain the curated replacement pipe matrix by vehicle location, direct pipe/location photo evidence, and recreation/order spec|Send the old engine radiator with Amir as the master pattern; pressure-test and flow-test it, recore if tanks/brackets are sound, otherwise build a new copper/brass radiator by sample; if the bought aluminium radiator is used, dry-fit first and fabricate only a removable rubber-isolated adapter/cradle if the radiator fundamentals are correct; preserve hose necks, cap, overflow, drain, corrected mounts, shroud/fan clearance, and bench-test before refit",direct|indirect,direct_photo_evidence
engine_bay,cooling_pipe_fabrication_samples,engine_cooling_pipe_fabrication_samples|replacement_pipe_ordering_matrix,29,0,2026-05-02 to 2026-05-29,fabrication_measurement:23|mechanical_baseline:6,20260502_004044_gp_Hx4Yo0Qg.jpg|20260502_004106_gp_wlYlUahA.jpg|20260502_004120_gp_7Jw9Zyrg.jpg|20260502_004133_gp_ZEpqmARA.jpg|20260502_004139_gp_jt1dGw4A.jpg|20260502_004145_gp_e8soxsyA.jpg|20260528_194853_gp_SiEb7xTg.jpg|20260528_235330_gp_8pOmnEbg.jpg,datum|engine_bay,12,cooling_pipe_fabrication_samples_clamp_pair_datum|cooling_pipe_fabrication_samples_lower_hose_overlap_datum|cooling_pipe_fabrication_samples_main_run_datum|cooling_pipe_fabrication_samples_upper_hose_overlap_datum|cooling_pipe_fabrication_samples_vertical_leg_datum|cooling_fan_blade_1|cooling_fan_blade_2|cooling_fan_blade_3,L2 visible-detail primitive:7|measurement datum from project photos:5,represented_needs_dimension_check,P1,evidence_tracking|spec_population,"Register selected May 2 pipe photos, identify the exact pipe assembly, and produce a fabricator-ready spec with holds for OD, wall, bends, bead ends, clamp lands, and pressure test|Maintain the curated replacement pipe matrix by vehicle location, direct pipe/location photo evidence, and recreation/order spec",direct,direct_photo_evidence
engine_bay,engine_bay_overview,hood|engine_electrical_inputs_reconciliation_20260517|chassis_bracket_design_release_20260508|front_radiator_bracket_repair_20260508|front_radiator_two_side_retention_fabrication_20260508|battery_tray_holder_bracket_repair_20260508|battery_power_carrier_mount_fabrication_20260508|engine_bay_mounting_scouting_pass_20260508,15,0,2026-03-17 to 2026-04-23,stripdown_cataloguing:10|baseline_walkaround:5,20260317_235150.jpg|20260317_235152_gp_yJFNNGlA.jpg|20260317_235201.jpg|20260317_235204_gp_14hUn3XA.jpg|20260317_235216.jpg|20260317_235219_gp_rjDgGWZw.jpg|20260317_235229.jpg|20260317_235232_gp_3Ojs4Rag.jpg,engine_bay,12,air_filter|alternator_body|battery_case|battery_negative_terminal|battery_positive_terminal|battery_tray_reference|brake_booster|brake_booster_firewall_bracket,L2 service datum:6|L2 visible-detail primitive:3|L0 envelope:2|L2 routing reference:1,represented_needs_measurement_refinement,P1,planned_send_out|photo_intake_added|design_required|pre_coating_hold|existing_measurements_imported_dry_fit_required|battery_and_tray_measurements_imported|actual_battery_and_mount_measurements_imported|radiator_and_battery_measurements_imported_mount_template_required,"Remove and send for bodywork|Identify every engine-side electrical input from the May 17 picker set, reconcile each with the existing wiring master before final loom wrap, repair or replace damaged connectors and taped splices, and validate starter, charging, sender, fuel-stop or idle-up, unknown connector, and ground circuits by continuity and live tests.|For every repair/fabricate bracket, create a release sketch or card template with material thickness, bend shape, hole/stud size, location datum, weld/bolt method, clearance envelope, and corrosion/coating access plan|Replace the wire-held/one-sided radiator support condition with a two-side controlled retention setup; trial-fit radiator isolators/rubbers and fan clearance, then fit the released bolt-through saddle/post bracket before primer/Raptor|Release a serviceable right-side radiator retention bracket from the existing-side measured template: one 4 mm mild-steel formed-angle post with a 48 mm measured main face, 410 mm upright/post height, 618 mm developed main-face template length, perpendicular return flange, full-depth 58 mm top screw return carried back to the far edge of the angle section, 70 mm chassis bridge allowance, 80 mm far-side saddle leg, clean near/far lower legs with no side ears over both sides of the chassis/front-support section, a through-bolt across both legs and chassis, and a top return carrying the radiator screw. Preserve fan/shroud/hose clearance and use rubber washer/bush isolation at the screw as required.|Upgrade the weak battery tray/holder support rather than simply refitting the old mount; confirm battery size, tray support legs, clamp path, cable/bonnet/engine clearance, drain/corrosion isolation, and final weld/bolt method before primer/Raptor|Fabricate/mock up the compact chassis-mounted battery power carrier Rev F only after mapping the battery cavity: use the May 17 actual installed Daewoo DLS120 battery measurement photos as the fixed exclusion block, keep the standard N70/27-class 318 x 180 x 230 envelope as fallback comparison until the final numbers are transcribed, measure front/radiator-side, inboard engine/LHD-steering-side, lower-under-tray, outboard-wing-side, bonnet/terminal-height volumes, battery lift-out path, formed chassis saddle geometry, and adjustable body-side offset-bar setting. Trial the widened front access-ladder stack: 660 x 310 spine, 340 x 265 battery tray with removable hold-down, adjustable offset bars at 160 / 190 / 230 mm, Relay Rev D vertical 360 x 245 aluminium base attached flat to the main metal service sheet with exact 300 x 197 insulating sheet and the existing covered relay box outside the battery footprint on the outboard/access edge with about 80 mm relay-to-battery service gap, red relay power pipe entering the relay top hole closest to the battery, relay output power bundle leaving the second top relay hole, MIDI Rev D hinged enclosure 210 x 165 x 65 on a separated top-front shelf started from the battery leading-edge datum with fuse 4 grommeted power input, five grommeted output holes, and the far-side output enlarged for two power cables, folded cutoff/kill-switch base/guard 170 x 110 finished face / 210 x 150 flat pattern / 20 mm upward lips beside the MIDI enclosure, central battery-to-far-side-cutoff input route, near-side cutoff-to-relay and cutoff-to-MIDI fuse 4 switched branch routes, 80 mm cable gutter, and cable-lug depth templates. May 14 image-based chassis estimate: start with tray underside 180 mm above chassis rail top, adjustable 150-210 mm; tray centre 190 mm wing-side/outboard from the more central chassis pickup centreline into the edge cavity, adjustable 160-230 mm via offset bars. The active design keeps relay/MIDI/cutoff off the inboard engine/LHD side unless the widened access-ladder mock-up fails by measurement.|Capture close-up/ruler photos for radiator side mounts, previous wire support path, battery tray top/side/underside supports, battery dimensions/terminal orientation, proposed MIDI/cutoff cardboard mock-up, cable exits, bonnet clearance, and the May 12 candidate upright/lower/inner pickup zones; use results to release the radiator and battery/power carrier templates",indirect|direct,direct_photo_evidence
engine_bay,engine_interior_and_stripdown_detail,,32,0,2026-04-20,stripdown_cataloguing:32,20260420_005132_gp_MgOMVKpQ.jpeg|20260420_005143_gp_5JtjMOoA.jpeg|20260420_005201_gp_WEoLBuzQ.jpeg|20260420_005240_gp_2gDmDYfQ.jpeg|20260420_010535_gp_r3KU0Asw.jpg|20260420_013423_gp_albazLaw.jpeg|20260420_013526_gp_WY73IuyA.jpeg|20260420_013551_gp_Wytz9EgQ.jpeg,engine_bay,12,air_filter|alternator_body|battery_case|battery_negative_terminal|battery_positive_terminal|battery_tray_reference|brake_booster|brake_booster_firewall_bracket,L2 service datum:6|L2 visible-detail primitive:3|L0 envelope:2|L2 routing reference:1,represented_needs_measurement_refinement,P1,,,,
engine_bay,engine_powertrain_cleaning_baseline,engine_electrical_inputs_reconciliation_20260517|chassis_wire_brush_status_20260501|chassis_missing_welded_bracket_survey_20260508|chassis_bracket_analysis_register_20260508|chassis_bracket_fabrication_install_20260508|chassis_bracket_validation_release_20260508|battery_tray_holder_bracket_repair_20260508|exhaust_mockup_brackets_before_coating_20260508|engine_powertrain_cleaning_20260501|gearbox_top_cover_shift_tower_20260518|gearbox_oil_service_drain_inspect_refill_20260529|engine_cooling_pipe_fabrication_samples,19,0,2026-05-01 to 2026-05-12,mechanical_cleaning:14|mechanical_baseline:5,20260501_194330_gp_CogcrEXA.jpg|20260501_194338_gp_81Nj4SVA.jpg|20260501_194344_gp_V7P0qatA.jpg|20260501_194402_gp_W9J4rcsw.jpg|20260501_194414_gp_gdDllc8Q.jpg|20260501_194421_gp_toAeFYqg.jpg|20260501_194427_gp_QjfOBtTQ.jpg|20260501_194435_gp_ewUJAfPA.jpg,engine_bay,12,air_filter|alternator_body|battery_case|battery_negative_terminal|battery_positive_terminal|battery_tray_reference|brake_booster|brake_booster_firewall_bracket,L2 service datum:6|L2 visible-detail primitive:3|L0 envelope:2|L2 routing reference:1,represented_needs_measurement_refinement,P1,photo_intake_added|in_progress|pre_coating_hold|register_seeded_open|implementation_required|validation_required|battery_and_tray_measurements_imported|coordination_hold|queued|workstream_added|evidence_tracking,"Identify every engine-side electrical input from the May 17 picker set, reconcile each with the existing wiring master before final loom wrap, repair or replace damaged connectors and taped splices, and validate starter, charging, sender, fuel-stop or idle-up, unknown connector, and ground circuits by continuity and live tests.|Complete detail wire-brushing from May 1 status photos, then degrease, dry, inspect, rust-treat remaining pits, solvent-wipe, zinc-rich epoxy-prime, seam-seal/top-protect, and cavity-wax approved zones|Before primer/Raptor, survey chassis and tub-side welded brackets/tabs against current photos, loose parts, and visible wire-tied fixes; mark each missing, broken, non-baseline, or required auxiliary bracket and decide weld/bolt/no-refit for each|Maintain the bracket register from current chassis walkaround, existing body-off photos, loose removed parts, and WhatsApp notes; assign station, function, evidence photo, keep/repair/fabricate/remove/unknown status, and whether each item blocks primer/Raptor|Fabricate, repair, weld, or properly bolt only released baseline brackets; trial-fit each supported part, grind/deburr welds, clean heat-affected areas, and keep threads/ground faces serviceable before primer/Raptor|Validate installed brackets with labelled photos and dry-fit checks for radiator/support rubbers, battery tray/clamp, brake/fuel line clips, harness clips, earth straps, exhaust hanger/mock-up points, bonnet/fan/steering/suspension clearance, and coating access|Upgrade the weak battery tray/holder support rather than simply refitting the old mount; confirm battery size, tray support legs, clamp path, cable/bonnet/engine clearance, drain/corrosion isolation, and final weld/bolt method before primer/Raptor|Send current body-off/chassis photos to the exhaust fabricator; decide whether to mock up headers, downpipes, dual exhaust routing, and hanger tabs while access is open, then remove parts and finish any chassis hanger/bracket welding before final chassis coating|Clean engine, gearbox, transfer, steering box, and nearby driveline with controlled degreaser/pressure-sprayer workflow; dry fully and photograph leak sources before parts decisions|Run GB-TOP-CAPTURE-001, identify gearbox and top-cover variant, remove and bench-inspect the shift tower/top cover, then repair/replace the cover before buying detents, bushes, shift-seat parts, boots, gaskets, or cover hardware|Use WhatsApp-confirmed 2H engine with 5-speed gear as the vehicle basis, confirm the exact 5-speed gearbox/manual match, prove the fill plug opens, drain oil into a clean pan, inspect oil sample and drain plug debris, then refill only with correct manual gearbox oil and matched drain/fill plug sealing washers|Register selected May 2 pipe photos, identify the exact pipe assembly, and produce a fabricator-ready spec with holds for OD, wall, bends, bead ends, clamp lands, and pressure test",indirect|direct,direct_photo_evidence|indirect_photo_evidence_only
engine_bay,engine_radiator_condition_closeups,engine_radiator_recore_or_new_20260529,8,0,2026-05-29,mechanical_baseline:8,20260529_230003_gp_rliSbRjA.jpg|20260529_230009_gp_BLX8dSWA.jpg|20260529_230017_gp_L23OD4nw.jpg|20260529_230022_gp_BLo8HLwg.jpg|20260529_230035_gp_5oB8otKw.jpg|20260529_230040_gp_B5P2K9FA.jpg|20260529_230044_gp_I9psm6Dw.jpg|20260529_230050_gp_ZqjySFHg.jpg,datum|engine_bay,12,radiator|radiator_bottom_tank|radiator_cap|radiator_top_tank|upper_radiator_hose|radiator_sample_measurement_core_envelope|air_filter|alternator_body,L2 visible-detail primitive:4|L0 envelope:3|L2 service datum:3|L1 visible-detail primitive:1|measurement datum from project photos:1,represented_needs_measurement_refinement,P1,amir_refurb_video_gate,"Send the old engine radiator with Amir as the master pattern; pressure-test and flow-test it, recore if tanks/brackets are sound, otherwise build a new copper/brass radiator by sample; if the bought aluminium radiator is used, dry-fit first and fabricate only a removable rubber-isolated adapter/cradle if the radiator fundamentals are correct; preserve hose necks, cap, overflow, drain, corrected mounts, shroud/fan clearance, and bench-test before refit",direct,direct_photo_evidence
engine_bay,engine_radiator_sample_measurement,engine_radiator_recore_or_new_20260529,4,0,2026-05-29,mechanical_baseline:4,20260529_205200_gp_8G6ZKKEQ.jpg|20260529_205224_gp_aQYpMUyg.jpg|20260529_205232_gp_eHbRrOaw.jpg|20260529_205240_gp_C2r8CMBQ.jpg,datum|engine_bay,12,radiator_sample_measurement_core_envelope|radiator|radiator_bottom_tank|radiator_cap|radiator_top_tank|upper_radiator_hose|front_support_radiator_measurement_set_lower_pickup_bar|air_filter,L2 visible-detail primitive:4|L2 service datum:3|measurement datum from project photos:2|L0 envelope:2|L1 visible-detail primitive:1,represented_needs_measurement_refinement,P1,amir_refurb_video_gate,"Send the old engine radiator with Amir as the master pattern; pressure-test and flow-test it, recore if tanks/brackets are sound, otherwise build a new copper/brass radiator by sample; if the bought aluminium radiator is used, dry-fit first and fabricate only a removable rubber-isolated adapter/cradle if the radiator fundamentals are correct; preserve hose necks, cap, overflow, drain, corrected mounts, shroud/fan clearance, and bench-test before refit",direct,direct_photo_evidence
engine_bay,existing_battery_mount_tray_measurements,battery_tray_holder_bracket_repair_20260508|battery_power_carrier_mount_fabrication_20260508|engine_bay_mounting_scouting_pass_20260508,4,0,2026-05-17,fabrication_measurement:4,20260517_194431_gp_4XVycxAg.jpg|20260517_194439_gp_K63N2nJw.jpg|20260517_194452_gp_ow8njPsw.jpg|20260517_194511_gp_QI0Ua2yQ.jpg,datum|engine_bay,12,existing_battery_mount_tray_measurements_hold_down_span|existing_battery_mount_tray_measurements_tray_footprint|battery_tray_reference|battery_case|battery_negative_terminal|battery_positive_terminal|positive_battery_cable_run|installed_battery_dimension_reference_height_bar,L2 service datum:5|measurement datum from project photos:3|L0 envelope:2|L2 routing reference:1|L2 visible-detail primitive:1,represented_needs_dimension_check,P3,battery_and_tray_measurements_imported|actual_battery_and_mount_measurements_imported|radiator_and_battery_measurements_imported_mount_template_required,"Upgrade the weak battery tray/holder support rather than simply refitting the old mount; confirm battery size, tray support legs, clamp path, cable/bonnet/engine clearance, drain/corrosion isolation, and final weld/bolt method before primer/Raptor|Fabricate/mock up the compact chassis-mounted battery power carrier Rev F only after mapping the battery cavity: use the May 17 actual installed Daewoo DLS120 battery measurement photos as the fixed exclusion block, keep the standard N70/27-class 318 x 180 x 230 envelope as fallback comparison until the final numbers are transcribed, measure front/radiator-side, inboard engine/LHD-steering-side, lower-under-tray, outboard-wing-side, bonnet/terminal-height volumes, battery lift-out path, formed chassis saddle geometry, and adjustable body-side offset-bar setting. Trial the widened front access-ladder stack: 660 x 310 spine, 340 x 265 battery tray with removable hold-down, adjustable offset bars at 160 / 190 / 230 mm, Relay Rev D vertical 360 x 245 aluminium base attached flat to the main metal service sheet with exact 300 x 197 insulating sheet and the existing covered relay box outside the battery footprint on the outboard/access edge with about 80 mm relay-to-battery service gap, red relay power pipe entering the relay top hole closest to the battery, relay output power bundle leaving the second top relay hole, MIDI Rev D hinged enclosure 210 x 165 x 65 on a separated top-front shelf started from the battery leading-edge datum with fuse 4 grommeted power input, five grommeted output holes, and the far-side output enlarged for two power cables, folded cutoff/kill-switch base/guard 170 x 110 finished face / 210 x 150 flat pattern / 20 mm upward lips beside the MIDI enclosure, central battery-to-far-side-cutoff input route, near-side cutoff-to-relay and cutoff-to-MIDI fuse 4 switched branch routes, 80 mm cable gutter, and cable-lug depth templates. May 14 image-based chassis estimate: start with tray underside 180 mm above chassis rail top, adjustable 150-210 mm; tray centre 190 mm wing-side/outboard from the more central chassis pickup centreline into the edge cavity, adjustable 160-230 mm via offset bars. The active design keeps relay/MIDI/cutoff off the inboard engine/LHD side unless the widened access-ladder mock-up fails by measurement.|Capture close-up/ruler photos for radiator side mounts, previous wire support path, battery tray top/side/underside supports, battery dimensions/terminal orientation, proposed MIDI/cutoff cardboard mock-up, cable exits, bonnet clearance, and the May 12 candidate upright/lower/inner pickup zones; use results to release the radiator and battery/power carrier templates",direct,direct_photo_evidence
engine_bay,front_support_radiator_measurement_set,engine_radiator_recore_or_new_20260529,6,0,2026-05-12,chassis_fixing:6,20260512_205417_gp_CzJNQsiA.jpg|20260512_205434_gp_QnE3tLvQ.jpg|20260512_212929_gp_pnlr6x5w.jpg|20260512_212947_gp_AdvWGolg.jpg|20260512_213008_gp_1U5vulZw.jpg|20260512_213027_gp_9Cy950Kw.jpg,brake_system|datum|engine_bay,12,front_support_radiator_measurement_set_lower_pickup_bar|radiator|radiator_sample_measurement_core_envelope|radiator_bottom_tank|radiator_cap|radiator_top_tank|upper_radiator_hose|front_left_vented_disc_rotor,L2 visible-detail primitive:4|measurement datum from project photos:3|L0 envelope:2|project-photo evidence:2|L1 visible-detail primitive:1,represented_needs_measurement_refinement,P1,amir_refurb_video_gate,"Send the old engine radiator with Amir as the master pattern; pressure-test and flow-test it, recore if tanks/brackets are sound, otherwise build a new copper/brass radiator by sample; if the bought aluminium radiator is used, dry-fit first and fabricate only a removable rubber-isolated adapter/cradle if the radiator fundamentals are correct; preserve hose necks, cap, overflow, drain, corrected mounts, shroud/fan clearance, and bench-test before refit",direct,direct_photo_evidence
engine_bay,front_support_radiator_pickups_context,chassis_bracket_analysis_register_20260508|chassis_bracket_design_release_20260508|front_radiator_bracket_repair_20260508|front_radiator_two_side_retention_fabrication_20260508|engine_bay_mounting_scouting_pass_20260508|engine_radiator_recore_or_new_20260529,6,0,2026-05-12 to 2026-05-29,chassis_fixing:6,20260512_073210_gp_zP427O2A.jpg|20260512_100000_user_front_support_radiator_pickups_context.png|20260512_213129_gp_IVnd8hWQ.jpg|20260512_213144_gp_2rlycKHA.jpg|20260512_213214_gp_xZKluAkg.jpg|20260529_214147_gp_4gfuofYQ.jpg,datum|engine_bay,12,radiator|front_support_radiator_pickups_context_upper_pickup_bar|radiator_bottom_tank|radiator_cap|radiator_top_tank|upper_radiator_hose|front_support_radiator_measurement_set_lower_pickup_bar|radiator_sample_measurement_core_envelope,L2 visible-detail primitive:4|measurement datum from project photos:3|L0 envelope:2|L2 service datum:2|L1 visible-detail primitive:1,represented_needs_measurement_refinement,P1,register_seeded_open|design_required|pre_coating_hold|existing_measurements_imported_dry_fit_required|radiator_and_battery_measurements_imported_mount_template_required|amir_refurb_video_gate,"Maintain the bracket register from current chassis walkaround, existing body-off photos, loose removed parts, and WhatsApp notes; assign station, function, evidence photo, keep/repair/fabricate/remove/unknown status, and whether each item blocks primer/Raptor|For every repair/fabricate bracket, create a release sketch or card template with material thickness, bend shape, hole/stud size, location datum, weld/bolt method, clearance envelope, and corrosion/coating access plan|Replace the wire-held/one-sided radiator support condition with a two-side controlled retention setup; trial-fit radiator isolators/rubbers and fan clearance, then fit the released bolt-through saddle/post bracket before primer/Raptor|Release a serviceable right-side radiator retention bracket from the existing-side measured template: one 4 mm mild-steel formed-angle post with a 48 mm measured main face, 410 mm upright/post height, 618 mm developed main-face template length, perpendicular return flange, full-depth 58 mm top screw return carried back to the far edge of the angle section, 70 mm chassis bridge allowance, 80 mm far-side saddle leg, clean near/far lower legs with no side ears over both sides of the chassis/front-support section, a through-bolt across both legs and chassis, and a top return carrying the radiator screw. Preserve fan/shroud/hose clearance and use rubber washer/bush isolation at the screw as required.|Capture close-up/ruler photos for radiator side mounts, previous wire support path, battery tray top/side/underside supports, battery dimensions/terminal orientation, proposed MIDI/cutoff cardboard mock-up, cable exits, bonnet clearance, and the May 12 candidate upright/lower/inner pickup zones; use results to release the radiator and battery/power carrier templates|Send the old engine radiator with Amir as the master pattern; pressure-test and flow-test it, recore if tanks/brackets are sound, otherwise build a new copper/brass radiator by sample; if the bought aluminium radiator is used, dry-fit first and fabricate only a removable rubber-isolated adapter/cradle if the radiator fundamentals are correct; preserve hose necks, cap, overflow, drain, corrected mounts, shroud/fan clearance, and bench-test before refit",direct|indirect,direct_photo_evidence
